,name,Suburb,State,post,cost_text,Latitude,longitude,Beds,Baths,Parking,School,Cloest_shops,pyte,SA2_code,SA2_name,LGA_code,LGA_name,Crime_rate,Pop_density,School_with_rank,Total_employee_income_median,Total_employee_income_mean,Total_income_median,Total_income_mean,Nearest_Bus_Stop,Nearest_Tram_Stop,Nearest_Regional_Train_Station,is_nearby_hospital,is_cbd,median_2019_2020,mean_2019_2020,Nearest_Metro_Train_Station,Unnamed: 32,Unnamed: 33,driving distance/time,walking distance/time,school_rank_value,bus_value,tram_value,train_value,country_train,walk_time,drive_time
418,8 Emerald Walk,Bundoora,VIC,3083,560.0,-37.7126194,145.0569929,3,1,2,"{'Bundoora Secondary College': 0.7, 'Bundoora Primary School': 0.8, 'Ivanhoe Grammar School - University Campus': 1.2}","['Northland Shopping Centre', -37.739018, 145.029845, 253]",town_house,209021205,Kingsbury,21890,Darebin,8242.807251,1192.532227,"[['Bundoora Secondary College', 0.7, 260], ['Bundoora Primary School', 0.8, None], ['Ivanhoe Grammar School - University Campus', 1.2, 129]]",41332.0,55705.0,42110.0,57677.0,"['Macleod Railway Station (Macleod)', -37.726012, 145.069143, 1.8329696785918304]","['63-Greenwood Dr/Plenty Rd (Bundoora)', -37.70807, 145.05163, 0.691711173130217]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 12.52629326717458]",True,False,44240,60250,"['Macleod Railway Station (Macleod)', -37.726012, 145.069143, 1.8329696785918304]",,,6325.1/695.4,5347.6/3850.2,0.1984615384615384,0.6109898928639435,0.1383422346260434,0.183296967859183,0.4175431089058193,3850.2,695.4
419,82 Nickson Street,Bundoora,VIC,3083,540.0,-37.6961816,145.0506187,3,2,1,"{'Norris Bank Primary School': 0.7, 'Bundoora Secondary College': 1.6, 'Northside Christian College': 0.4}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209041217,Bundoora - West,27070,Whittlesea,5282.475376,2457.716553,"[['Norris Bank Primary School', 0.7, None], ['Bundoora Secondary College', 1.6, 260], ['Northside Christian College', 0.4, 157]]",47972.0,52937.0,45073.0,51512.0,,"['66-Settlement Rd/Plenty Rd (Bundoora)', -37.69796, 145.058847, 0.750476665884044]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 11.619624796688205]",True,False,45748,52925,"['Watsonia Railway Station (Watsonia)', -37.710958, 145.083793, 3.349253554690769]",,,5176.6/589.4,5125.5/3690.3,0.2415384615384615,1.0,0.1500953331768088,0.3349253554690768,0.3873208265562735,3690.3,589.4
420,2/10A Lagen Court,Bundoora,VIC,3083,520.0,-37.6963753,145.0367785,3,1,2,"{'Norris Bank Primary School': 0.6, 'Bundoora Secondary College': 2.5, 'Northside Christian College': 1.6}","['Northland Shopping Centre', -37.739018, 145.029845, 253]",town_house,209041217,Bundoora - West,27070,Whittlesea,5282.475376,2457.716553,"[['Norris Bank Primary School', 0.6, None], ['Bundoora Secondary College', 2.5, 260], ['Northside Christian College', 1.6, 157]]",47972.0,52937.0,45073.0,51512.0,"['Keon Park Railway Station (Thomastown)', -37.69487, 145.011884, 2.196734654219962]","['63-Greenwood Dr/Plenty Rd (Bundoora)', -37.707385, 145.052192, 1.8269050724044307]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 10.415602464062937]",True,False,45748,52925,"['Keon Park Railway Station (Thomastown)', -37.69487, 145.011884, 2.1967346542199615]",,,9182.2/898.4,6782.5/4883.3,0.2415384615384615,0.7322448847399873,0.3653810144808861,0.2196734654219961,0.3471867488020979,4883.3,898.4
421,8/70 Greenhills Road,Bundoora,VIC,3083,480.0,-37.689992,145.055469,3,1,1,"{'Norris Bank Primary School': 1.2, 'Bundoora Secondary College': 2.0, 'Northside Christian College': 0.6}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209041217,Bundoora - West,27070,Whittlesea,5282.475376,2457.716553,"[['Norris Bank Primary School', 1.2, None], ['Bundoora Secondary College', 2.0, 260], ['Northside Christian College', 0.6, 157]]",47972.0,52937.0,45073.0,51512.0,,"['68-Greenhills Rd/Plenty Rd (Bundoora)', -37.691927, 145.063019, 0.6983047608464934]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 11.979690986264488]",True,False,45748,52925,"['Watsonia Railway Station (Watsonia)', -37.710958, 145.083793, 3.4124387474272533]",,,6510.2/748.9,5696.5/4101.4,0.2415384615384615,1.0,0.1396609521692987,0.3412438747427253,0.3993230328754829,4101.4,748.9
422,11/1416 Plenty Road,Bundoora,VIC,3083,390.0,-37.6934205,145.0622383,2,1,2,"{'Bundoora Primary School': 1.5, 'Bundoora Secondary College': 1.6, 'Parade College': 0.6}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209011196,Bundoora - East,20660,Banyule,5668.353396,2411.102051,"[['Bundoora Primary School', 1.5, None], ['Bundoora Secondary College', 1.6, 260], ['Parade College', 0.6, 193]]",49783.0,57208.0,47739.0,57562.0,"['Watsonia Railway Station (Watsonia)', -37.710958, 145.083793, 2.7200870581484047]","['68-Greenhills Rd/Plenty Rd (Bundoora)', -37.691927, 145.063019, 0.17971594634650015]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 12.603046059383848]",True,False,49030,58881,"['Watsonia Railway Station (Watsonia)', -37.710958, 145.083793, 2.7200870581484047]",,,4942.0/576.9,4798.3/3454.7,0.2969230769230769,0.9066956860494684,0.0359431892693,0.2720087058148405,0.4201015353127949,3454.7,576.9
423,8/23 Lower Plenty Road,Rosanna,VIC,3084,695.0,-37.7454069,145.0595654,3,1,1,"{'Rosanna Primary School': 1.1, 'Charles La Trobe P-12 College': 1.8, 'Austin Hospital School': 1.3}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Rosanna Primary School', 1.1, 443], ['Charles La Trobe P-12 College', 1.8, None], ['Austin Hospital School', 1.3, None]]",64119.0,75578.0,60604.0,75052.0,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.6428049967710355]","['59-Preston Cemetery/Plenty Rd (Kingsbury)', -37.719039, 145.039759, 3.41033576387458]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 10.663671672258829]",True,False,61975,77182,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.6428049967710355]",,,2247.8/237.7,2193.3/1579.2,0.6815384615384615,0.2142683322570118,0.682067152774916,0.0642804996771035,0.3554557224086276,1579.2,237.7
424,1/51 Yarra Street,Heidelberg,VIC,3084,650.0,-37.7583697,145.0657748,3,1,2,"{'Heidelberg Primary School': 0.4, 'Viewbank College': 2.7, ""St John's School"": 0.1}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Heidelberg Primary School', 0.4, 191], ['Viewbank College', 2.7, 228], [""St John's School"", 0.1, None]]",64119.0,75578.0,60604.0,75052.0,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.4700258450203312]","['46-Wattle Ave/Doncaster Rd (Balwyn North)', -37.792835, 145.06745, 3.8351937109903145]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 9.875260062798024]",True,False,61975,77182,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.4700258450203312]",,,489.9/53.5,489.8/352.6,0.2938461538461538,0.1566752816734437,0.7670387421980629,0.0470025845020331,0.3291753354266007,352.6,53.5
425,47 Cape Street,Heidelberg,VIC,3084,630.0,-37.7585508,145.0664582,3,2,1,"{'Heidelberg Primary School': 0.4, 'Viewbank College': 2.6, ""St John's School"": 0.1}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Heidelberg Primary School', 0.4, 191], ['Viewbank College', 2.6, 228], [""St John's School"", 0.1, None]]",64119.0,75578.0,60604.0,75052.0,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.5333852481385812]","['46-Wattle Ave/Doncaster Rd (Balwyn North)', -37.792835, 145.06745, 3.8132255705054834]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 9.90092851574766]",True,False,61975,77182,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.5333852481385812]",,,448.8/51.3,716.8/516.1,0.2938461538461538,0.1777950827128604,0.7626451141010967,0.0533385248138581,0.330030950524922,516.1,51.3
426,2/114 Maltravers Road,Eaglemont,VIC,3084,620.0,-37.7680969,145.0520417,3,2,1,"{'Ivanhoe Primary School': 0.8, 'Thornbury High School': 2.7, 'Croxton Special School': 5.7}","['Ivanhoe Plaza', -37.768183, 145.04146, 13]",town_house,209011201,Ivanhoe East - Eaglemont,20660,Banyule,5668.353396,1824.919922,"[['Ivanhoe Primary School', 0.8, 87], ['Thornbury High School', 2.7, 133], ['Croxton Special School', 5.7, None]]",61714.0,94964.0,67321.0,111558.0,"['Eaglemont Railway Station (Eaglemont)', -37.763586, 145.053943, 0.5286997385635798]","['44-Burke Rd/High St (Kew)', -37.79353, 145.063662, 3.0067743897481316]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 8.264567287969468]",True,False,67903,112895,"['Eaglemont Railway Station (Eaglemont)', -37.763586, 145.053943, 0.5286997385635798]",,,1210.5/176.6,1413.6/1017.8,0.1338461538461538,0.1762332461878599,0.6013548779496263,0.0528699738563579,0.2754855762656489,1017.8,176.6
427,2/9 Clyde Court,Heidelberg,VIC,3084,610.0,-37.74865,145.069968,3,2,2,"{'Heidelberg Primary School': 0.7, 'Viewbank College': 1.7, ""St John's School"": 1.0}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Heidelberg Primary School', 0.7, 191], ['Viewbank College', 1.7, 228], [""St John's School"", 1.0, None]]",64119.0,75578.0,60604.0,75052.0,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.724618731693956]","['60-La Trobe University/Plenty Rd (Bundoora)', -37.717367, 145.042764, 4.221770068730147]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 10.932501915356285]",True,False,61975,77182,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.724618731693956]",,,1264.1/124.3,1657.4/1193.3,0.2938461538461538,0.2415395772313186,0.8443540137460295,0.0724618731693955,0.3644167305118762,1193.3,124.3
428,1/280 Lower Plenty Road,Rosanna,VIC,3084,610.0,-37.7365579,145.0764475,2,1,1,"{'Rosanna Golf Links Primary School': 0.2, 'Viewbank College': 1.1, 'St Martin of Tours School': 0.2}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Rosanna Golf Links Primary School', 0.2, 382], ['Viewbank College', 1.1, 228], ['St Martin of Tours School', 0.2, 287]]",64119.0,75578.0,60604.0,75052.0,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 1.1469679683075267]","['60-La Trobe University/Plenty Rd (Bundoora)', -37.717367, 145.042764, 3.6509532348831004]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 12.336971477951602]",True,False,61975,77182,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 1.1469679683075267]",,,2401.9/238.3,3140.4/2261.1,0.3507692307692308,0.3823226561025089,0.7301906469766201,0.1146967968307526,0.4112323825983867,2261.1,238.3
429,3/16 Alfreda Avenue,Rosanna,VIC,3084,550.0,-37.7416524,145.0712066,2,2,1,"{'Banyule Primary School': 0.6, 'Viewbank College': 1.4, 'St Martin of Tours School': 0.9}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Banyule Primary School', 0.6, 195], ['Viewbank College', 1.4, 228], ['St Martin of Tours School', 0.9, 287]]",64119.0,75578.0,60604.0,75052.0,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.46591605675369935]","['60-La Trobe University/Plenty Rd (Bundoora)', -37.717367, 145.042764, 3.680917955323731]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 11.606884960691435]",True,False,61975,77182,"['Rosanna Railway Station (Rosanna)', -37.742879, 145.06614, 0.46591605675369935]",,,1824.4/187.4,2309.5/1662.8,0.3,0.1553053522512331,0.7361835910647462,0.0465916056753699,0.3868961653563811,1662.8,187.4
430,5/166 Cape Street,Heidelberg,VIC,3084,530.0,-37.7517356,145.0681856,3,1,2,"{'Heidelberg Primary School': 0.3, 'Viewbank College': 2.0, ""St John's School"": 0.7}","['Warringal Shopping Centre', -37.755915, 145.068739, 39]",town_house,209011198,Heidelberg - Rosanna,20660,Banyule,5668.353396,2556.931396,"[['Heidelberg Primary School', 0.3, 191], ['Viewbank College', 2.0, 228], [""St John's School"", 0.7, None]]",64119.0,75578.0,60604.0,75052.0,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.8871016638878728]","['59-Preston Cemetery/Plenty Rd (Kingsbury)', -37.719039, 145.039759, 4.412162845869843]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 10.569196698456764]",True,False,61975,77182,"['Heidelberg Railway Station (Heidelberg)', -37.757073, 145.060686, 0.8871016638878728]",,,778.9/74.9,1128.4/812.4,0.2938461538461538,0.2957005546292909,0.8824325691739686,0.0887101663887872,0.3523065566152255,812.4,74.9
431,8/256 Waiora Road,Macleod,VIC,3085,495.0,-37.7289048,145.0609828,3,2,1,"{'Charles La Trobe P-12 College': 0.1, 'Rosanna Primary School': 0.7, 'Rosanna Golf Links Primary School-Rosanna Golf Links Deaf Facility': 1.3}","['Northland Shopping Centre', -37.739018, 145.029845, 253]",town_house,209011203,Viewbank - Yallambie,20660,Banyule,5668.353396,1836.80249,"[['Charles La Trobe P-12 College', 0.1, None], ['Rosanna Primary School', 0.7, 443], ['Rosanna Golf Links Primary School-Rosanna Golf Links Deaf Facility', 1.3, 382]]",60679.0,69236.0,56529.0,67142.0,"['Macleod Railway Station (Macleod)', -37.726012, 145.069143, 0.7864582562654587]","['60-La Trobe University/Plenty Rd (Bundoora)', -37.717367, 145.042764, 2.052706131957801]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 12.277071216816433]",True,False,58806,69445,"['Macleod Railway Station (Macleod)', -37.726012, 145.069143, 0.7864582562654587]",,,4412.5/417.0,4256.9/3064.9,0.5876923076923077,0.2621527520884862,0.4105412263915601,0.0786458256265458,0.4092357072272144,3064.9,417.0
432,4/233-235 Nepean Street,Greensborough,VIC,3088,520.0,-37.713531,145.108657,3,2,2,"{'Montmorency Secondary College': 0.4, 'Watsonia Heights Primary School': 0.7, 'St Francis Xavier Primary School': 1.6}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209011197,Greensborough,20660,Banyule,5668.353396,2063.303467,"[['Montmorency Secondary College', 0.4, 311], ['Watsonia Heights Primary School', 0.7, 330], ['St Francis Xavier Primary School', 1.6, 267]]",59707.0,68641.0,56606.0,68139.0,"['Greensborough Railway Station (Greensborough)', -37.703954, 145.108247, 1.0655244235117847]","['69-Taunton Dr/Plenty Rd (Bundoora)', -37.688157, 145.066678, 4.647676338115508]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 16.111113444300848]",True,False,58971,70234,"['Greensborough Railway Station (Greensborough)', -37.703954, 145.108247, 1.0655244235117847]",,,2195.2/298.6,1841.3/1325.7,0.4107692307692308,0.3551748078372616,0.9295352676231016,0.1065524423511784,0.5370371148100282,1325.7,298.6
433,4/147 Grimshaw Street,Greensborough,VIC,3088,495.0,-37.704644,145.098139,2,2,3,"{'Greensborough Primary School': 0.1, 'Greensborough Secondary College': 0.8, ""St Mary's School"": 0.5}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209011197,Greensborough,20660,Banyule,5668.353396,2063.303467,"[['Greensborough Primary School', 0.1, 298], ['Greensborough Secondary College', 0.8, 347], [""St Mary's School"", 0.5, 130]]",59707.0,68641.0,56606.0,68139.0,"['Greensborough Railway Station (Greensborough)', -37.703954, 145.108247, 0.892554452766493]","['69-Taunton Dr/Plenty Rd (Bundoora)', -37.688157, 145.066678, 3.3201081263419177]","['Broadmeadows Railway Station (Broadmeadows)', -37.683049, 144.919613, 15.890503719030589]",True,False,58971,70234,"['Greensborough Railway Station (Greensborough)', -37.703954, 145.108247, 0.892554452766493]",,,682.1/116.3,717.8/516.8,0.2,0.2975181509221643,0.6640216252683835,0.0892554452766493,0.5296834573010196,516.8,116.3
434,3/183 Main Road Lower,Plenty,VIC,3093,500.0,-37.7245135,145.1202608,2,1,1,"{'Lower Plenty Primary School': 0.4, 'Montmorency Secondary College': 1.3, 'St Francis Xavier Primary School': 1.1}","['Eltham Village Shopping Centre', -37.714902, 145.148743, 20]",town_house,209011202,Montmorency - Briar Hill,20660,Banyule,5668.353396,1382.380859,"[['Lower Plenty Primary School', 0.4, None], ['Montmorency Secondary College', 1.3, 311], ['St Francis Xavier Primary School', 1.1, 267]]",60288.0,71126.0,58432.0,74701.0,"['Montmorency Railway Station (Montmorency)', -37.715296, 145.121516, 1.030868195528214]",,"['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 15.915559115493082]",True,False,60259,74338,"['Montmorency Railway Station (Montmorency)', -37.715296, 145.121516, 1.030868195528214]",,,4959.5/473.9,4193.4/3019.2,0.4107692307692308,0.343622731842738,1.0,0.1030868195528214,0.5305186371831028,3019.2,473.9
435,15/29 Main Road Lower,Plenty,VIC,3093,500.0,-37.72824,145.109289,2,1,2,"{'Lower Plenty Primary School': 0.7, 'Montmorency Secondary College': 1.6, 'St Francis Xavier Primary School': 2.0}","['Greensborough Plaza', -37.702696, 145.102816, 178]",town_house,209011202,Montmorency - Briar Hill,20660,Banyule,5668.353396,1382.380859,"[['Lower Plenty Primary School', 0.7, None], ['Montmorency Secondary College', 1.6, 311], ['St Francis Xavier Primary School', 2.0, 267]]",60288.0,71126.0,58432.0,74701.0,"['Montmorency Railway Station (Montmorency)', -37.715296, 145.121516, 1.796698259378541]",,"['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 14.938987916209266]",True,False,60259,74338,"['Montmorency Railway Station (Montmorency)', -37.715296, 145.121516, 1.796698259378541]",,,3962.4/511.8,4526.6/3259.1,0.4107692307692308,0.598899419792847,1.0,0.1796698259378541,0.4979662638736422,3259.1,511.8
436,6/198 Sherbourne Road,Eltham,VIC,3095,620.0,-37.7177215,145.1367057,3,2,2,"{'Eltham High School': 0.9, 'Montmorency South Primary School': 1.0, 'St Francis Xavier Primary School': 0.9}","['Eltham Village Shopping Centre', -37.714902, 145.148743, 20]",town_house,209011202,Montmorency - Briar Hill,20660,Banyule,5668.353396,1382.380859,"[['Eltham High School', 0.9, 195], ['Montmorency South Primary School', 1.0, 378], ['St Francis Xavier Primary School', 0.9, 267]]",60288.0,71126.0,58432.0,74701.0,"['Eltham Railway Station (Eltham)', -37.71355, 145.147822, 1.0822483592535925]",,"['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 17.485868325559192]",True,False,60259,74338,"['Eltham Railway Station (Eltham)', -37.71355, 145.147822, 1.0822483592535925]",,,1683.9/237.4,1656.5/1192.7,0.3,0.3607494530845308,1.0,0.1082248359253592,0.5828622775186397,1192.7,237.4
437,6/152-154 Princess Street,Kew,VIC,3101,800.0,-37.796577,145.0309915,3,2,2,"{'Kew Primary School': 0.9, 'Kew High School': 2.7, 'Bulleen Heights School': 6.7}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011522,Kew - West,21110,Boroondara,4251.199745,2121.856201,"[['Kew Primary School', 0.9, 159], ['Kew High School', 2.7, 174], ['Bulleen Heights School', 6.7, None]]",,,,,"['Alphington Railway Station (Alphington)', -37.778394, 145.031255, 2.021989940378156]","['35-Cobden St/High St (Kew)', -37.804987, 145.035546, 1.0171686602021284]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.713019014071341]",True,False,64352,110615,"['Alphington Railway Station (Alphington)', -37.778394, 145.031255, 2.021989940378156]",,,3277.2/410.1,3697.4/2662.1,0.2446153846153846,0.6739966467927186,0.2034337320404256,0.2021989940378155,0.157100633802378,2662.1,410.1
438,21/37-51 Foley St,Kew,VIC,3101,795.0,-37.810467,145.0271229,3,2,2,"{'Kew Primary School': 0.8, 'Melbourne Girls College': 1.7, 'Swinburne Senior Secondary College': 1.9}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011521,Kew - South,21110,Boroondara,4251.199745,2712.848389,"[['Kew Primary School', 0.8, 159], ['Melbourne Girls College', 1.7, 90], ['Swinburne Senior Secondary College', 1.9, 315]]",,,,,"['Hawthorn Railway Station (Hawthorn)', -37.821826, 145.022899, 1.3164331419940813]","['31-Stevenson St/High St (Kew)', -37.810081, 145.026506, 0.06913196274198798]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 3.581757556644095]",True,False,64352,110615,"['Hawthorn Railway Station (Hawthorn)', -37.821826, 145.022899, 1.3164331419940813]",,,1726.9/208.2,1913.7/1377.9,0.1384615384615384,0.4388110473313604,0.0138263925483975,0.1316433141994081,0.1193919185548031,1377.9,208.2
439,7/175 Cotham Road,Kew,VIC,3101,795.0,-37.8082337,145.0442298,3,2,2,"{'Kew Primary School': 1.1, 'Swinburne Senior Secondary College': 1.7, 'Kew High School': 2.1}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011521,Kew - South,21110,Boroondara,4251.199745,2712.848389,"[['Kew Primary School', 1.1, 159], ['Swinburne Senior Secondary College', 1.7, 315], ['Kew High School', 2.1, 174]]",,,,,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 1.5813683317078067]","['37-Belmont Ave/Cotham Rd (Kew)', -37.808316, 145.042773, 0.12830866371370073]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 5.065348310445201]",True,False,64352,110615,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 1.5813683317078067]",,,3430.4/411.7,4148.9/2987.2,0.2446153846153846,0.5271227772359356,0.0256617327427401,0.1581368331707806,0.1688449436815067,2987.2,411.7
440,1/23 Churchill St,Kew,VIC,3101,750.0,-37.7991643,145.0449886,4,2,1,"{'Kew East Primary School': 0.5, 'Kew High School': 1.5, 'Bulleen Heights School': 5.9}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011522,Kew - West,21110,Boroondara,4251.199745,2121.856201,"[['Kew East Primary School', 0.5, 35], ['Kew High School', 1.5, 174], ['Bulleen Heights School', 5.9, None]]",,,,,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 2.5845622171105678]","['38-Victoria Park/High St (Kew)', -37.801259, 145.045981, 0.24870543287478888]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 5.5558744519601175]",True,False,64352,110615,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 2.5845622171105678]",,,4034.8/454.5,4617.1/3324.3,0.0538461538461538,0.8615207390368559,0.0497410865749577,0.2584562217110567,0.1851958150653372,3324.3,454.5
441,2/42 Park Crescent,Kew,VIC,3101,730.0,-37.798459,145.040004,3,1,2,"{'Kew Primary School': 0.9, 'Kew High School': 1.9, 'Bulleen Heights School': 6.2}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011522,Kew - West,21110,Boroondara,4251.199745,2121.856201,"[['Kew Primary School', 0.9, 159], ['Kew High School', 1.9, 174], ['Bulleen Heights School', 6.2, None]]",,,,,"['Alphington Railway Station (Alphington)', -37.778394, 145.031255, 2.3598740899317887]","['37-Kew Cemetery/High St (Kew)', -37.802473, 145.042564, 0.4998066789825246]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 5.22325525388071]",True,False,64352,110615,"['Alphington Railway Station (Alphington)', -37.778394, 145.031255, 2.3598740899317887]",,,3598.7/442.8,4116.6/2963.9,0.2446153846153846,0.7866246966439295,0.0999613357965049,0.2359874089931788,0.1741085084626903,2963.9,442.8
442,236 Wiltshire Drive,Kew,VIC,3101,725.0,-37.7941345,145.0238205,3,2,2,"{'Kew Primary School': 1.4, 'Collingwood College': 3.1, 'Melbourne Girls College': 3.3}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011522,Kew - West,21110,Boroondara,4251.199745,2121.856201,"[['Kew Primary School', 1.4, 159], ['Collingwood College', 3.1, 377], ['Melbourne Girls College', 3.3, 90]]",,,,,"['Fairfield Railway Station (Fairfield)', -37.779171, 145.016905, 1.7713735096059267]","['33-Kew Shopping Centre/High St (Kew)', -37.806814, 145.030512, 1.5275655239702157]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.452565097828922]",True,False,64352,110615,"['Fairfield Railway Station (Fairfield)', -37.779171, 145.016905, 1.7713735096059262]",,,4381.7/548.2,4340.9/3125.4,0.1384615384615384,0.5904578365353089,0.3055131047940431,0.1771373509605926,0.1484188365942974,3125.4,548.2
443,236 Wiltshire Drive,Kew,VIC,3101,725.0,-37.7941345,145.0238205,3,2,2,"{'Kew Primary School': 1.4, 'Collingwood College': 3.1, 'Melbourne Girls College': 3.3}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011522,Kew - West,21110,Boroondara,4251.199745,2121.856201,"[['Kew Primary School', 1.4, 159], ['Collingwood College', 3.1, 377], ['Melbourne Girls College', 3.3, 90]]",,,,,"['Fairfield Railway Station (Fairfield)', -37.779171, 145.016905, 1.7713735096059267]","['33-Kew Shopping Centre/High St (Kew)', -37.806814, 145.030512, 1.5275655239702157]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.452565097828922]",True,False,64352,110615,"['Fairfield Railway Station (Fairfield)', -37.779171, 145.016905, 1.7713735096059262]",,,4381.7/548.2,4340.9/3125.4,0.1384615384615384,0.5904578365353089,0.3055131047940431,0.1771373509605926,0.1484188365942974,3125.4,548.2
444,131 Wellington Street,Kew,VIC,3101,620.0,-37.8105058,145.0430103,2,1,0,"{'Kew Primary School': 1.1, 'Swinburne Senior Secondary College': 1.4, 'Kew High School': 2.4}","['Victoria Gardens Shopping Centre', -37.812724, 145.010977, 71]",town_house,207011521,Kew - South,21110,Boroondara,4251.199745,2712.848389,"[['Kew Primary School', 1.1, 159], ['Swinburne Senior Secondary College', 1.4, 315], ['Kew High School', 2.4, 174]]",,,,,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 1.3455761759948164]","['37-Belmont Ave/Cotham Rd (Kew)', -37.808316, 145.042773, 0.24438542175445943]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 4.881074019492536]",True,False,64352,110615,"['Auburn Railway Station (Hawthorn East)', -37.822398, 145.045844, 1.3455761759948164]",,,3281.5/387.3,3790.2/2728.9,0.2446153846153846,0.4485253919982721,0.0488770843508918,0.1345576175994816,0.1627024673164178,2728.9,387.3
